Date,Open,High,Low,Close,Adj Close,Volume
2020-03-24,27.998102,28.510435,27.419355,28.178368,26.550236,44466784
2020-03-25,27.988615,29.146111,27.514231,28.225805,26.594933,44601275
2020-03-26,28.358635,30.351044,28.349146,30.123341,28.382830,43269967
2020-03-27,29.222012,30.113852,29.089184,29.316889,27.622972,38290344
2020-03-30,29.459204,31.166983,29.459204,30.996204,29.205257,29943508
2020-03-31,30.740038,31.309298,30.588236,30.967743,29.178442,29466151
2020-04-01,30.284630,30.626186,29.914612,30.123341,28.382830,26709625
2020-04-02,30.265656,31.309298,30.123341,31.185959,29.384048,27186876
2020-04-03,30.958254,32.153702,30.958254,31.916510,30.072390,32837370
2020-04-06,32.182163,33.111954,32.049335,32.798862,30.903759,40503217
2020-04-07,33.206833,33.368122,31.869070,31.888046,30.045568,24226295
2020-04-08,32.248577,33.017078,31.726755,32.827324,30.930578,25523980
2020-04-09,33.235294,33.937382,33.064514,33.576851,31.636799,30648107
2020-04-13,34.117645,34.136623,32.941177,33.339657,31.413309,18270141
2020-04-14,34.089184,34.753323,33.529411,34.573055,32.575436,21845309
2020-04-15,34.212524,34.373814,33.757114,34.127136,32.155285,21312196
2020-04-16,34.269451,34.402279,33.757114,34.041744,32.074829,20657451
2020-04-17,34.629982,35.104362,34.259960,35.018974,32.995594,24404843
2020-04-20,34.516129,35.018974,34.231499,34.231499,32.253616,22530620
2020-04-21,33.946869,34.089184,33.557877,33.795067,31.842400,23975233
2020-04-22,35.066414,35.104362,34.269451,34.392788,32.405586,20182624
2020-04-23,34.421253,35.483871,34.421253,34.810246,32.798927,20185365
2020-04-24,34.952560,35.512333,34.895638,35.464897,33.415752,17353794
2020-04-27,35.664139,36.565464,35.645161,36.366222,34.264999,23394057
2020-04-28,37.049335,37.210625,35.464897,35.967743,33.889549,35666728
2020-04-29,36.489563,36.574951,35.777988,36.166985,34.077271,26518535
2020-04-30,36.053131,36.537003,35.445919,36.394688,34.291817,29450973
2020-05-01,35.910816,35.996204,35.474384,35.711575,33.648174,22679867
2020-05-04,35.673622,35.977230,35.493359,35.692600,33.630302,19893512
2020-05-05,36.821632,36.869068,36.309299,36.537003,34.425911,24123952
2020-05-06,36.973434,37.011387,36.537003,36.537003,34.425911,24047432
2020-05-07,36.442123,36.518028,35.000000,35.066414,33.369568,33546080
2020-05-08,35.341557,35.464897,35.142315,35.313091,33.604313,19893618
2020-05-11,35.341557,36.252373,35.256168,36.148006,34.398823,25620421
2020-05-12,36.166985,36.280834,35.426945,35.445919,33.730709,19335314
2020-05-13,35.398483,35.502846,34.715370,35.151802,33.450825,24596882
2020-05-14,34.914612,36.015179,34.895638,35.977230,34.236309,22362507
2020-05-15,36.015179,36.214420,35.474384,35.825428,34.091854,25460002
2020-05-18,36.375713,36.489563,35.702087,36.119545,34.371742,22635177
2020-05-19,35.910816,36.072105,35.398483,35.749527,34.019627,19476234
2020-05-20,36.005692,36.242886,35.626186,35.702087,33.974483,17504200
2020-05-21,35.645161,35.721062,35.151802,35.351044,33.640423,17652181
2020-05-22,35.208729,35.607212,35.066414,35.578747,33.857109,15781226
2020-05-26,35.721062,35.929790,35.531307,35.569260,33.848080,23260094
2020-05-27,35.493359,35.616699,35.075901,35.493359,33.775852,25904158
2020-05-28,35.901329,36.470589,35.787476,36.223907,34.471050,22521767
2020-05-29,36.309299,36.461102,35.654648,36.233398,34.480083,48333067
2020-06-01,33.681213,33.899429,33.121441,33.643265,32.015282,76884979
2020-06-02,33.709679,34.307400,33.444023,34.307400,32.647282,42690900
2020-06-03,34.430740,34.544594,33.719166,34.307400,32.647282,38751996
2020-06-04,33.880455,34.430740,33.870968,34.165085,32.511852,27013388
2020-06-05,34.383301,34.620495,34.041744,34.146111,32.493797,36705655
2020-06-08,33.965843,34.724857,33.851994,34.715370,33.035511,30194149
2020-06-09,34.629982,34.781784,34.316887,34.354839,32.692425,21675088
2020-06-10,34.497154,34.582542,34.051231,34.079697,32.430599,29557217
2020-06-11,33.776093,33.851994,31.574953,31.593927,30.065115,63166642
2020-06-12,32.333965,32.352940,31.356735,32.020874,30.471401,37902472
2020-06-15,31.593927,31.992411,31.081594,31.650854,30.119286,36247482
2020-06-16,31.869070,32.220116,31.043644,31.688805,30.155401,55616945
2020-06-17,31.869070,32.039848,31.612904,31.840607,30.299856,27509822
2020-06-18,31.565466,31.755219,31.290323,31.537003,30.010942,32278855
2020-06-19,31.963947,32.011387,31.423149,31.707781,30.173458,43986266
2020-06-22,31.622391,31.650854,31.223909,31.413662,29.893572,23332503
2020-06-23,31.499050,31.546490,31.062618,31.091082,29.586601,37690408
2020-06-24,31.034157,31.053131,30.360531,30.540796,29.062944,30817695
2020-06-25,30.464895,30.721064,30.199242,30.664137,29.180315,27418651
2020-06-26,30.597723,30.626186,29.990513,30.398481,28.927515,42153992
2020-06-29,30.796965,30.996204,30.550285,30.967743,29.469231,23956261
2020-06-30,30.863379,31.195446,30.578749,31.024668,29.523401,25451676
2020-07-01,32.770397,32.770397,31.992411,32.011387,30.462372,73503009
2020-07-02,32.846298,33.064514,32.296017,32.741936,31.157572,45270881
2020-07-06,33.159393,33.197342,32.618595,32.741936,31.157572,27150935
2020-07-07,32.305504,32.590134,32.220116,32.286530,30.724203,25148018
2020-07-08,32.267551,32.609108,31.850096,32.020874,30.471401,24256545
2020-07-09,32.001900,32.144215,31.404175,31.745731,30.209572,20363702
2020-07-10,31.935484,32.296017,31.774195,32.096775,30.543629,24459019
2020-07-13,32.950665,33.889942,32.751423,33.406071,31.789568,56569129
2020-07-14,33.557877,33.605312,33.092979,33.425049,31.807631,32854129
2020-07-15,34.146111,34.155598,33.652752,33.889942,32.250027,26294454
2020-07-16,33.776093,33.814041,33.453510,33.776093,32.141682,18421812
2020-07-17,34.022770,34.468693,33.899429,34.392788,32.728539,23347365
2020-07-20,35.569260,35.692600,34.459202,34.629982,32.954254,36815693
2020-07-21,35.047440,35.180267,34.648956,34.810246,33.125797,23588520
2020-07-22,36.271347,36.745731,35.597721,36.584438,34.814133,90705554
2020-07-23,37.220116,37.400379,36.223907,36.442123,34.678707,59639536
2020-07-24,36.081593,36.195446,35.417458,35.730549,34.001564,33870501
2020-07-27,35.445919,35.815941,35.322582,35.616699,33.893227,27640307
2020-07-28,36.565464,37.324478,36.110058,37.020874,35.229454,56393954
2020-07-29,37.286530,37.428844,36.480076,37.248577,35.446140,37033660
2020-07-30,36.318787,36.944973,36.242886,36.755219,35.318504,32273796
2020-07-31,36.318787,36.764706,35.920303,36.508537,35.081463,28472124
2020-08-03,36.631878,36.679317,36.261860,36.385201,34.962952,31036400
2020-08-04,36.347248,36.698292,36.138519,36.423149,34.999413,29448549
2020-08-05,36.499050,36.555977,36.176472,36.480076,35.054115,24292697
2020-08-06,36.783680,37.096775,36.195446,36.309299,34.890015,20922111
2020-08-07,36.337761,36.641365,36.204933,36.480076,35.054115,23097251
2020-08-10,36.574951,36.679317,36.299809,36.423149,34.999413,19964552
2020-08-11,36.584438,36.603416,35.740040,35.853889,34.452400,21326847
2020-08-12,35.891842,36.574951,35.872864,36.366222,34.944714,19957595
2020-08-13,36.119545,36.223907,35.939278,36.214420,34.798843,15340021
2020-08-14,36.062618,36.423149,35.986717,36.110058,34.698563,12901276
2020-08-17,36.091084,36.442123,36.005692,36.385201,34.962952,17494187
2020-08-18,36.480076,36.489563,36.214420,36.394688,34.972061,10846398
2020-08-19,36.508537,36.631878,36.166985,36.299809,34.880898,15690055
2020-08-20,36.223907,36.802658,36.176472,36.736244,35.300270,21957455
2020-08-21,36.916508,37.001900,36.593929,36.888046,35.446140,25467170
2020-08-24,37.020874,37.039848,36.565464,36.850094,35.409672,25011947
2020-08-25,36.537003,36.584438,36.005692,36.442123,35.017647,26221201
2020-08-26,36.233398,36.309299,35.730549,36.100571,34.689445,24083689
2020-08-27,36.015179,36.053131,35.749527,35.920303,34.516224,22156556
2020-08-28,35.929790,36.110058,35.483871,35.967743,34.561813,32830519
2020-08-31,35.901329,36.072105,35.578747,35.853889,34.452400,30032465
2020-09-01,35.853889,35.882355,34.639469,34.990513,33.622776,36145560
2020-09-02,34.886147,35.388992,34.535103,35.294117,33.914516,29068688
2020-09-03,35.455406,35.569260,34.250473,34.535103,33.185173,35956788
2020-09-04,34.620495,34.753323,34.032257,34.497154,33.148705,26872257
2020-09-08,34.658443,34.734344,33.851994,34.089184,32.756680,26736818
2020-09-09,34.430740,34.772297,34.288425,34.326378,32.984608,27490533
2020-09-10,34.345352,34.459202,33.757114,33.823528,32.501408,21650741
2020-09-11,33.908916,34.259960,33.633778,34.222012,32.884315,24109301
2020-09-14,34.497154,35.616699,34.421253,35.113853,33.741295,29565543
2020-09-15,35.284630,35.436432,34.924099,35.066414,33.695713,22003726
2020-09-16,35.370018,35.398483,34.838711,34.895638,33.531612,22208412
2020-09-17,34.895638,35.075901,34.677418,34.933586,33.568077,17894390
2020-09-18,34.895638,35.170776,34.696396,34.753323,33.394859,31694623
2020-09-21,34.506641,34.611008,33.567364,34.174572,32.838734,26608968
2020-09-22,33.975330,34.468693,33.908916,34.392788,33.048416,22727297
2020-09-23,34.478176,34.516129,34.127136,34.155598,32.820499,23102521
2020-09-24,34.108158,34.193546,33.719166,33.927895,32.601700,20859925
2020-09-25,33.719166,34.297913,33.700191,34.203037,32.866085,14365598
2020-09-28,34.307400,34.705883,34.307400,34.525616,33.176052,15044269
2020-09-29,34.563568,34.667931,34.184059,34.316887,32.975483,13512491
2020-09-30,34.411766,35.066414,34.392788,34.819733,33.458672,22629275
2020-10-01,35.018974,35.189754,34.307400,34.506641,33.157818,22520396
2020-10-02,34.212524,34.781784,34.184059,34.516129,33.166935,21461759
2020-10-05,34.658443,34.990513,34.478176,34.867172,33.504257,19400029
2020-10-06,35.104362,35.132828,34.240986,34.316887,32.975483,25233392
2020-10-07,34.402279,34.715370,34.184059,34.601517,33.248989,22160034
2020-10-08,34.724857,35.275143,34.639469,35.000000,33.631897,17857395
2020-10-09,34.943073,35.218216,34.715370,34.905125,33.540726,23667465
2020-10-12,34.819733,35.275143,34.601517,34.933586,33.568077,19413837
2020-10-13,34.791271,35.227703,34.753323,35.009487,33.641010,21543233
2020-10-14,35.113853,35.388992,34.696396,34.971539,33.604542,22120298
2020-10-15,34.753323,34.857685,34.544594,34.677418,33.321922,16089205
2020-10-16,35.170776,36.166985,35.123341,36.005692,34.598278,42993503
2020-10-19,36.451614,36.859585,35.711575,35.863377,34.461521,31931352
2020-10-20,35.929790,35.948769,35.436432,35.569260,34.178902,22384852
2020-10-21,35.436432,35.531307,35.161289,35.180267,33.805111,18984859
2020-10-22,35.180267,35.645161,35.132828,35.512333,34.124199,19243616
2020-10-23,35.986717,36.318787,35.721062,36.223907,34.807961,30557884
2020-10-26,35.929790,36.072105,35.559772,35.977230,34.570923,33783124
2020-10-27,35.142315,36.166985,34.981026,35.512333,34.124199,36851529
2020-10-28,34.914612,35.227703,33.510437,33.633778,32.319077,33857537
2020-10-29,33.662239,33.814041,32.827324,33.472485,32.164085,27545341
2020-10-30,33.434536,33.709679,33.055027,33.662239,32.346424,25631067
2020-11-02,34.089184,34.392788,33.719166,34.373814,33.030182,21430666
2020-11-03,34.563568,34.743832,34.231499,34.335861,32.993713,21636617
2020-11-04,35.161289,36.166985,35.066414,35.417458,34.033035,40870536
2020-11-05,35.341557,35.388992,34.525616,34.525616,33.517242,33926995
2020-11-06,34.525616,34.838711,34.240986,34.535103,33.526447,23870676
2020-11-09,39.715370,39.838711,36.413662,37.191650,36.105412,230153864
2020-11-10,38.377609,38.462997,36.489563,36.698292,35.626461,80091668
2020-11-11,36.888046,38.140415,35.958256,36.527515,35.460670,58980997
2020-11-12,36.318787,36.375713,35.332069,35.626186,34.585667,46767877
2020-11-13,35.929790,36.679317,35.777988,36.641365,35.571194,40175634
2020-11-16,35.920303,36.005692,34.962048,35.417458,34.383038,75530167
2020-11-17,36.490002,36.500000,35.820000,36.040001,34.987396,46984500
2020-11-18,36.930000,37.419998,36.299999,36.320000,35.259216,63442700
2020-11-19,36.599998,36.630001,35.860001,36.189999,35.133011,43261800
2020-11-20,36.700001,37.310001,36.439999,36.700001,35.628117,60633800
2020-11-23,37.029999,37.090000,36.209999,36.520000,35.453377,43673100
2020-11-24,36.130001,36.740002,36.020000,36.599998,35.531036,42485300
2020-11-25,36.529999,36.560001,36.240002,36.529999,35.463081,26955800
2020-11-27,36.779999,37.259998,36.750000,37.230000,36.142639,25277000
2020-11-30,37.950001,38.799999,37.599998,38.310001,37.191097,65425900
2020-12-01,39.400002,40.500000,39.009998,39.410000,38.258968,72499700
2020-12-02,40.470001,41.410000,40.299999,40.799999,39.608368,84347500
2020-12-03,40.980000,41.029999,39.520000,40.090000,38.919109,68570100
2020-12-04,39.889999,40.450001,39.889999,40.340000,39.161808,35368100
2020-12-07,40.660000,41.400002,40.369999,41.250000,40.045231,48253700
2020-12-08,41.400002,42.770000,41.349998,42.560001,41.316967,87039300
2020-12-09,43.070000,43.080002,41.130001,41.849998,40.627701,86118500
2020-12-10,41.820000,42.220001,41.450001,41.730000,40.511208,57749200
2020-12-11,41.970001,42.070000,40.689999,41.119999,39.919025,60737000
2020-12-14,41.619999,41.660000,39.070000,39.209999,38.064808,94809700
2020-12-15,39.060001,39.180000,38.209999,38.709999,37.579411,65712800
2020-12-16,38.180000,38.470001,37.740002,37.840000,36.734825,56515300
2020-12-17,37.830002,38.119999,37.310001,38.029999,36.919273,52036400
2020-12-18,37.990002,38.090000,37.500000,37.680000,36.579494,60259200
2020-12-21,37.279999,37.400002,36.910000,37.380001,36.288261,40891800
2020-12-22,37.209999,37.330002,36.599998,36.740002,35.666950,33634400
2020-12-23,37.009998,37.650002,36.880001,37.439999,36.346504,36182000
2020-12-24,37.400002,37.570000,37.180000,37.270000,36.181473,14790100
2020-12-28,37.360001,37.580002,36.680000,36.820000,35.744614,26993700
2020-12-29,36.900002,37.200001,36.790001,37.049999,35.967896,23152100
2020-12-30,37.029999,37.240002,36.700001,36.740002,35.666950,24889800
2020-12-31,36.660000,36.919998,36.290001,36.810001,35.734909,30796500
2021-01-04,36.869999,36.939999,36.270000,36.810001,35.734909,33565700
2021-01-05,36.720001,37.369999,36.599998,37.189999,36.103809,29909400
2021-01-06,36.830002,37.480000,36.770000,36.869999,35.793152,34962500
2021-01-07,37.040001,37.150002,36.669998,37.060001,35.977604,27809500
2021-01-08,37.160000,37.529999,36.900002,37.130001,36.045559,33462400
2021-01-11,37.220001,37.830002,37.150002,37.770000,36.666866,47286900
2021-01-12,37.700001,37.790001,36.820000,37.180000,36.094101,47831100
2021-01-13,37.000000,37.169998,36.639999,36.860001,35.783443,31027900
2021-01-14,36.779999,36.959999,36.610001,36.750000,35.676659,30272000
2021-01-15,36.680000,36.779999,36.400002,36.700001,35.628117,34287800
2021-01-19,36.759998,37.000000,36.619999,36.730000,35.657242,33451300
2021-01-20,36.790001,36.810001,36.459999,36.500000,35.433960,35400100
2021-01-21,36.389999,36.590000,36.150002,36.480000,35.414543,33829700
2021-01-22,36.320000,36.830002,36.250000,36.549999,35.482502,26271200
2021-01-25,36.549999,37.290001,36.320000,37.279999,36.191177,31728500
2021-01-26,37.270000,37.599998,37.160000,37.310001,36.220303,27718700
2021-01-27,36.990002,37.040001,36.169998,36.240002,35.181557,50561200
2021-01-28,35.950001,36.330002,35.840000,35.860001,35.191372,39466700
2021-01-29,36.880001,36.880001,35.619999,35.900002,35.230621,60251900
2021-02-01,35.930000,36.189999,35.720001,35.799999,35.132488,40395800
2021-02-02,35.759998,35.779999,34.270000,34.990002,34.337593,84062400
2021-02-03,34.990002,35.290001,34.779999,34.840000,34.190388,38524200
2021-02-04,34.810001,35.080002,34.700001,34.889999,34.239452,34284900
2021-02-05,34.919998,35.080002,34.779999,34.919998,34.268890,31749600
2021-02-08,34.959999,35.009998,34.740002,34.820000,34.170761,31633900
2021-02-09,34.799999,35.060001,34.759998,34.970001,34.317966,30170200
2021-02-10,35.000000,35.080002,34.700001,34.740002,34.092255,29039900
2021-02-11,34.799999,34.810001,34.279999,34.430000,33.788029,30885200
2021-02-12,34.439999,34.950001,34.360001,34.720001,34.072624,25578600
2021-02-16,34.849998,34.860001,34.560001,34.689999,34.043182,28730300
2021-02-17,34.570000,35.000000,34.459999,34.889999,34.239452,26389400
2021-02-18,34.779999,34.880001,34.520000,34.560001,33.915607,24052500
2021-02-19,34.660000,34.680000,34.400002,34.439999,33.797844,28145300
2021-02-22,34.330002,34.369999,34.040001,34.259998,33.621197,34322500
2021-02-23,34.000000,34.189999,33.680000,33.910000,33.277729,37624200
2021-02-24,33.869999,34.049999,33.669998,33.750000,33.120708,30686100
2021-02-25,33.820000,34.110001,33.540001,33.820000,33.189407,37506100
2021-02-26,33.840000,33.900002,33.360001,33.490002,32.865559,41462800
2021-03-01,33.590000,33.930000,33.509998,33.689999,33.061825,30407800
2021-03-02,33.680000,33.889999,33.500000,33.509998,32.885185,27670400
2021-03-03,33.509998,34.450001,33.439999,34.389999,33.748775,46020200
2021-03-04,34.259998,35.090000,33.840000,34.200001,33.562317,45449600
2021-03-05,34.290001,34.549999,33.959999,34.389999,33.748775,30589900
2021-03-08,34.480000,34.869999,34.330002,34.349998,33.709522,24352300
2021-03-09,34.540001,34.849998,34.439999,34.450001,33.807659,25167100
2021-03-10,34.639999,35.139999,34.520000,34.930000,34.278709,33501800
2021-03-11,35.070000,35.119999,34.660000,34.709999,34.062809,24557900
2021-03-12,34.560001,34.980000,34.509998,34.939999,34.288521,16342400
2021-03-15,35.009998,35.430000,34.959999,35.410000,34.749756,21896100
2021-03-16,35.470001,35.860001,35.310001,35.830002,35.161930,25022400
2021-03-17,35.830002,35.959999,35.119999,35.790001,35.122673,42540100
2021-03-18,35.529999,35.970001,35.520000,35.770000,35.103046,24729800
2021-03-19,35.750000,35.820000,35.470001,35.529999,34.867519,48348900
2021-03-22,35.480000,36.009998,35.360001,36.000000,35.328758,25427500
2021-03-23,35.820000,35.930000,35.320000,35.360001,34.700691,27970500
2021-03-24,35.480000,35.930000,35.369999,35.610001,34.946030,22883400
2021-03-25,35.650002,35.790001,35.250000,35.669998,35.004910,24875300
2021-03-26,35.680000,36.290001,35.639999,36.250000,35.574097,27944500
2021-03-29,36.029999,36.740002,35.900002,36.619999,35.937195,27004800
2021-03-30,36.590000,36.630001,36.020000,36.110001,35.436707,26303300
2021-03-31,36.150002,36.430000,36.040001,36.230000,35.554470,26582700
2021-04-01,36.299999,36.450001,36.020000,36.299999,35.623161,21319900
2021-04-05,36.439999,36.570000,36.099998,36.279999,35.603535,22096900
2021-04-06,36.259998,36.400002,36.000000,36.049999,35.377823,20722900
2021-04-07,36.029999,36.240002,35.759998,35.910000,35.240437,21933800
2021-04-08,35.959999,36.150002,35.869999,35.959999,35.289501,18129400
2021-04-09,35.900002,36.810001,35.900002,36.599998,35.917568,31686700
2021-04-12,36.480000,37.029999,36.330002,36.970001,36.280674,29944900
2021-04-13,37.410000,37.650002,36.889999,37.160000,36.467129,33967400
2021-04-14,37.169998,37.380001,36.959999,37.169998,36.476940,23842900
2021-04-15,37.259998,37.740002,37.259998,37.599998,36.898922,24945800
2021-04-16,37.869999,38.700001,37.810001,38.570000,37.850838,52829500
2021-04-19,38.599998,38.959999,38.330002,38.930000,38.204128,30905100
2021-04-20,38.750000,39.240002,38.750000,39.029999,38.302261,26459400
2021-04-21,39.139999,39.669998,39.130001,39.529999,38.792938,29365000
2021-04-22,39.480000,39.500000,38.520000,38.639999,37.919533,33373600
2021-04-23,38.630001,38.830002,38.430000,38.660000,37.939159,24375000
2021-04-26,38.730000,38.740002,38.490002,38.680000,37.958786,19773400
2021-04-27,38.509998,38.610001,38.349998,38.450001,37.733074,19061500
2021-04-28,38.540001,38.939999,38.520000,38.810001,38.086365,21963300
2021-04-29,38.990002,39.000000,38.310001,38.599998,37.880276,23569400
2021-04-30,38.500000,38.900002,38.490002,38.650002,37.929348,28413200
2021-05-03,39.040001,39.840000,38.959999,39.830002,39.087345,46638600
2021-05-04,40.000000,40.169998,39.430000,39.950001,39.205109,52802200
2021-05-05,40.180000,41.090000,38.930000,39.970001,39.224735,76627500
2021-05-06,38.480000,39.230000,37.959999,39.189999,38.838234,54944900
2021-05-07,39.049999,39.869999,39.049999,39.580002,39.224735,33807800
2021-05-10,39.830002,40.279999,39.779999,39.860001,39.502224,30831900
2021-05-11,39.680000,40.070000,39.230000,39.349998,38.996799,30568600
2021-05-12,39.439999,39.919998,39.310001,39.689999,39.333748,26208600
2021-05-13,39.500000,40.279999,39.500000,40.099998,39.740067,25415000
2021-05-14,40.240002,40.320000,39.919998,40.020000,39.660786,18041100
2021-05-17,40.070000,40.400002,40.009998,40.110001,39.749977,18095000
2021-05-18,40.180000,40.349998,39.830002,40.049999,39.690517,15805500
2021-05-19,39.900002,39.900002,39.430000,39.830002,39.472492,20209500
2021-05-20,39.730000,40.250000,39.720001,40.119999,39.759888,18621100
2021-05-21,40.209999,40.599998,39.910000,39.950001,39.591415,21144800
2021-05-24,40.080002,40.139999,39.779999,39.810001,39.452671,16922300
2021-05-25,39.820000,39.860001,39.240002,39.330002,38.976982,25916300
2021-05-26,39.290001,39.299999,38.779999,38.919998,38.570656,28036500
2021-05-27,38.970001,39.180000,38.599998,38.650002,38.303085,38471200
2021-05-28,38.750000,39.020000,38.680000,38.730000,38.382366,16154100
2021-06-01,38.939999,39.000000,38.480000,38.500000,38.154430,23642400
2021-06-02,38.639999,38.930000,38.540001,38.790001,38.441826,19629000
2021-06-03,38.759998,39.040001,38.630001,38.970001,38.620213,17376300
2021-06-04,39.049999,39.500000,39.020000,39.150002,38.798595,19375300
2021-06-07,39.080002,39.599998,38.970001,38.990002,38.640034,24110700
2021-06-08,39.070000,39.110001,38.480000,38.849998,38.501286,18880300
2021-06-09,39.000000,39.840000,38.980000,39.810001,39.452671,29824000
2021-06-10,39.900002,40.720001,39.889999,40.680000,40.314861,42613700
2021-06-11,40.660000,40.669998,39.950001,40.150002,39.789619,21386900
2021-06-14,40.029999,40.070000,39.380001,39.630001,39.274288,23408300
2021-06-15,39.709999,39.840000,39.389999,39.590000,39.234646,20206900
2021-06-16,39.619999,39.840000,39.279999,39.299999,38.947247,19177500
2021-06-17,39.270000,39.590000,39.070000,39.480000,39.125633,19580100
2021-06-18,39.299999,39.439999,38.700001,38.810001,38.461647,37775900
2021-06-21,38.880001,39.480000,38.880001,39.419998,39.066170,19488100
2021-06-22,39.410000,39.689999,39.259998,39.610001,39.254467,15975900
2021-06-23,39.630001,39.660000,38.980000,39.049999,38.699493,22025400
2021-06-24,39.139999,39.349998,39.080002,39.189999,38.838234,13436500
2021-06-25,39.119999,39.410000,38.889999,38.980000,38.630119,22774300
2021-06-28,39.009998,39.209999,38.900002,39.119999,38.768864,19225700
2021-06-29,39.130001,39.279999,38.980000,39.099998,38.749043,14516600
2021-06-30,39.139999,39.270000,38.820000,39.160000,38.808506,21248100
2021-07-01,39.169998,39.630001,39.110001,39.560001,39.204918,20035900
2021-07-02,39.459999,39.830002,39.380001,39.730000,39.373390,16592700
2021-07-06,39.480000,39.650002,39.040001,39.290001,38.937340,18931900
2021-07-07,39.220001,39.360001,38.970001,39.349998,38.996799,17665200
2021-07-08,39.000000,39.320000,38.930000,39.250000,38.897697,23021200
2021-07-09,39.529999,40.099998,39.459999,39.610001,39.254467,21578700
2021-07-12,39.660000,40.250000,39.599998,39.759998,39.403118,24513000
2021-07-13,39.770000,39.799999,39.529999,39.650002,39.294109,12222000
2021-07-14,39.720001,40.029999,39.660000,39.950001,39.591415,15888600
2021-07-15,39.950001,40.189999,39.860001,40.090000,39.730156,20250800
2021-07-16,40.139999,40.349998,39.930000,40.349998,39.987823,24270400
2021-07-19,40.070000,40.349998,39.680000,40.150002,39.789619,29818400
2021-07-20,40.250000,41.709999,40.200001,41.049999,40.681541,48804100
2021-07-21,41.240002,41.240002,40.520000,41.020000,40.651810,27530200
2021-07-22,41.119999,41.549999,40.900002,41.470001,41.097771,18913300
2021-07-23,41.459999,41.830002,41.419998,41.680000,41.305885,21609200
2021-07-26,41.619999,41.939999,41.389999,41.810001,41.434719,23720000
2021-07-27,41.820000,42.200001,41.580002,42.099998,41.722115,32544100
2021-07-28,42.349998,43.740002,42.250000,43.450001,43.060001,53822400
2021-07-29,43.230000,43.299999,42.619999,42.790001,42.790001,29015000
2021-07-30,42.880001,43.189999,42.689999,42.810001,42.810001,24753900
2021-08-02,43.299999,44.139999,43.250000,43.959999,43.959999,43066900
2021-08-03,44.169998,45.860001,44.070000,45.680000,45.680000,45643300
2021-08-04,45.349998,45.799999,45.009998,45.189999,45.189999,43391200
2021-08-05,45.000000,45.139999,44.700001,45.060001,45.060001,23505400
2021-08-06,45.090000,45.310001,44.630001,45.070000,45.070000,20396300
2021-08-09,45.110001,46.029999,45.110001,45.980000,45.980000,32374300
2021-08-10,46.200001,48.570000,45.889999,48.189999,48.189999,81189400
2021-08-11,47.779999,48.080002,46.259998,46.310001,46.310001,50878200
2021-08-12,46.500000,47.400002,46.340000,47.240002,47.240002,29676400
2021-08-13,47.410000,48.500000,47.320000,48.480000,48.480000,35341200
2021-08-16,48.230000,48.970001,47.509998,48.910000,48.910000,38045800
2021-08-17,48.779999,50.490002,48.709999,50.419998,50.419998,68817000
2021-08-18,50.230000,51.860001,49.169998,49.310001,49.310001,88598000
2021-08-19,48.500000,49.959999,48.259998,48.799999,48.799999,57741600
2021-08-20,48.980000,49.730000,48.660000,48.720001,48.720001,34257900
2021-08-23,50.290001,51.360001,49.599998,49.930000,49.930000,88652400
